Year,Month,DayOfWeek,Hour,Rocket_ID,Rocket,Payload,Operator,FlightNumberInfo,Orbit,Function,crewed,Success
2015.0,9.0,2.0,4.0,265,Soyuz-FG,"Soyuz TMA-18M, Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen, the first Dane in space, and Aidyn Aimbetov, the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant, but withdrew from training on 13 May 2015 for personal reasons. Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place, but he declined and Roscosmos chose Aimbetov as an alternative instead. Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko","Roscosmos, Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen, the first Dane in space, and Aidyn Aimbetov, the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant, but withdrew from training on 13 May 2015 for personal reasons. Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place, but he declined and Roscosmos chose Aimbetov as an alternative instead. Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko",,"LEO (ISS), Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen, the first Dane in space, and Aidyn Aimbetov, the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant, but withdrew from training on 13 May 2015 for personal reasons. Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place, but he declined and Roscosmos chose Aimbetov as an alternative instead. Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko","Expedition 45/46/iriss, Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen, the first Dane in space, and Aidyn Aimbetov, the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant, but withdrew from training on 13 May 2015 for personal reasons. Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place, but he declined and Roscosmos chose Aimbetov as an alternative instead. Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko",1,1
2015.0,9.0,2.0,10.0,50,Atlas V 551,MUOS-4,U.S. Navy,,GEO,Communications,0,1
2015.0,9.0,4.0,2.0,269,Soyuz-STB / Fregat,"Galileo FOC 5, Galileo FOC 6",ESA,,MEO,Navigation,0,1
2015.0,9.0,5.0,15.0,152,Long March 3B/E,TJS-1,CNSA,,GEO,Communications,0,1
2015.0,9.0,0.0,4.0,143,Long March 2D,Gaofen 9,CNSA,,LEO (SSO),Earth observation / Reconnaissance,0,1
2015.0,9.0,0.0,19.0,220,Proton-M / Blok DM-03,Ekspress AM8,RSCC,,GEO,Communications,0,1
2015.0,9.0,5.0,23.0,165,Long March 6,"LilacSat-2, NS-2, NUDT-PhoneSat, Tiantuo-3, Xingchen 1, Xingchen 2, Xingchen 3, Xingchen 4, Xiwang-2A, Xiwang-2B, Xiwang-2C, Xiwang-2D, Xiwang-2E, Xiwang-2F, XY-2, ZDPS-2A, ZDPS-2B, ZJ-1, ZJ-2, ⚀ DCBB","HIT, Tsinghua University, NUDT, CAMSAT, CASC, ZJU, Tsinghua / Xidian",,LEO (SSO),"Technology demonstration, Amateur radio, Education",0,1
2015.0,9.0,2.0,21.0,236,Rokot / Briz-KM,"Kosmos 2507 (Strela-3M), Kosmos 2508 (Strela-3M), Kosmos 2509 (Strela-3M)",VKO,,LEO,Communications,0,1
2015.0,9.0,4.0,1.0,138,Long March 11,"Pujiang-1, ⚀ Tianwang 1A (Shankeda 2), ⚀ Tianwang 1B (NJUST 2), ⚀ Tianwang 1C (NJFA 1)","SAST, ShanghaiTech, NJUST",,LEO (SSO),Technology demonstration,0,1
2015.0,9.0,0.0,4.0,191,PSLV-XL,"Astrosat, LAPAN-A2, ExactView 9, ⚀ Lemur-2 1, ⚀ Lemur-2 2, ⚀ Lemur-2 3, ⚀ Lemur-2 4","ISRO, LAPAN, exactEarth, NanoSatisfi",,LEO,"X-ray astronomy, Earth observation, Maritime observation",0,1
2015.0,9.0,1.0,23.0,152,Long March 3B/E,BeiDou I2-S,CNSA,,GEO,Navigation,0,1
2015.0,9.0,2.0,20.0,19,Ariane 5 ECA,"NBN-Co 1A (Sky Muster), ARSAT-2","NBN Co, ARSAT",,GEO,Communications,0,1
2015.0,10.0,3.0,16.0,270,Soyuz-U,Progress M-29M / 61P,Roscosmos,,LEO (ISS),ISS resupply,0,1
2015.0,10.0,4.0,10.0,44,Atlas V 421,Mexsat-2,SCT,,GEO,Communications,0,1
2015.0,10.0,2.0,4.0,143,Long March 2D,"Jilin-1 Smart Verification Satellite, Jilin-1 Optical-A, Jilin-1 Video-01 (Lingqiao 1-01), Jilin-1 Video-02 (Lingqiao 1-02)",Chang Guang Satellite Technology,,LEO (SSO),Earth observation,0,1
2015.0,10.0,3.0,12.0,42,Atlas V 401,"USA-264 (NOSS), ⚀ Aerocube-5c, ⚀ Aerocube-7, ⚀ AMSAT Fox-1, ⚀ ARC-1, ⚀ BisonSat, ⚀ LMRST-Sat, ⚀ PropCube x 2, ⚀ SINOD-D x 2, ⚀ SNaP-3 x 3, NRO Launch 55","NRO, The Aerospace Corporation, AMSAT, UAF, SKC, NASA / JPL, Tyvak Nano-Satellite Systems, SRI International, U.S. Army SMDC, NRO Launch 55",,"LEO, NRO Launch 55","ELINT, Technology demonstration, Amateur radio / Technology demonstration, Earth observation, NRO Launch 55",0,1
2015.0,10.0,4.0,16.0,152,Long March 3B/E,APStar-9,APT Satellite Holdings,,GEO,Communications,0,1
2015.0,10.0,4.0,20.0,221,Proton-M / Briz-M,Türksat 4B,Türksat,,GEO,Communications,0,1
2015.0,10.0,0.0,7.0,143,Long March 2D,Tianhui 1C,CNSA,,LEO (SSO),Earth observation (Cartography),0,1
2015.0,10.0,5.0,16.0,42,Atlas V 401,"USA-265 (GPS IIF-11), Named after Star Altair.","U.S. Air Force, Named after Star Altair.",,"MEO, Named after Star Altair.","Navigation, Named after Star Altair.",0,1
2015.0,11.0,1.0,16.0,152,Long March 3B/E,ChinaSat 2C,CNSA,,GEO,Communications,0,1
2015.0,11.0,2.0,3.0,239,SPARK,"HiakaSat, ⚀ EDSN x 8, ⚀ PrintSat, ⚀ Argus, ⚀ STACEM, ⚀ Supernova-Beta","ORS, NASA, Montana State University, St. Louis University and Vanderbilt University, Utah State University, Pumpkin, Inc.",,LEO,Technology demonstration,0,0
2015.0,11.0,6.0,7.0,159,Long March 4B,Yaogan 28,CNSA,,LEO (SSO),Reconnaissance,0,1
2015.0,11.0,1.0,21.0,19,Ariane 5 ECA,"Arabsat 6B, GSAT-15","Arabsat, ISRO",,GEO,Communications,0,1
2015.0,11.0,1.0,6.0,263,Soyuz-2.1b / Fregat,"Kosmos 2510 (EKS (Tundra)), First space component for Russia's new unified missile early warning network.","VKO, First space component for Russia's new unified missile early warning network.",,"Molniya, First space component for Russia's new unified missile early warning network.","Early warning, First space component for Russia's new unified missile early warning network.",0,1
2015.0,11.0,4.0,16.0,152,Long March 3B/E,"LaoSat-1, First Laotian satellite","Laos National Authority for Science and Technology, First Laotian satellite",,"GEO, First Laotian satellite","Communications, First Laotian satellite",0,1
2015.0,11.0,1.0,6.0,126,H-IIA 204,Telstar 12V,Telesat,,GEO,Communications,0,1
2015.0,11.0,3.0,21.0,161,Long March 4C,Yaogan 29,CNSA,,LEO (SSO),Reconnaissance,0,1
2015.0,12.0,3.0,4.0,315,Vega,LISA Pathfinder,ESA / NASA,,Sun–Earth L1,Technology demonstration,0,1
2015.0,12.0,5.0,14.0,256,Soyuz-2-1v / Volga,"Kosmos 2511 (Kanopus-ST), Kosmos 2512 (KYuA-1), Kanopus-ST failed to separate from the Volga upper stage.","VKO, Almaz-Antey, Kanopus-ST failed to separate from the Volga upper stage.",,"LEO (SSO), Kanopus-ST failed to separate from the Volga upper stage.","Earth observation, Radar calibration, Kanopus-ST failed to separate from the Volga upper stage.",0,1
2015.0,12.0,6.0,21.0,42,Atlas V 401,"Cygnus CRS OA-4 S.S. Deke Slayton II, SIMPL, ⚀ Flock-2e x 12, ⚀ CADRE, ⚀ MinXSS 1, ⚀ Nodes x 2, ⚀ STMSat 1, Flight moved from Antares 130 rocket following launch failure of Cygnus CRS Orb-3. Originally scheduled for 1 April 2015. MinXSS was deployed into orbit from ISS on 16 May 2016.","Orbital ATK / NASA, NovaWurks, Planet Labs, University of Michigan, University of Colorado Boulder, NASA, St. Thomas More Cathedral School, Flight moved from Antares 130 rocket following launch failure of Cygnus CRS Orb-3. Originally scheduled for 1 April 2015. MinXSS was deployed into orbit from ISS on 16 May 2016.",,"LEO (ISS), LEO, Flight moved from Antares 130 rocket following launch failure of Cygnus CRS Orb-3. Originally scheduled for 1 April 2015. MinXSS was deployed into orbit from ISS on 16 May 2016.","ISS resupply, Technology demonstration, Earth observation, Solar physics, Space weather, Education, Flight moved from Antares 130 rocket following launch failure of Cygnus CRS Orb-3. Originally scheduled for 1 April 2015. MinXSS was deployed into orbit from ISS on 16 May 2016.",0,1
2015.0,12.0,2.0,16.0,152,Long March 3B/E,ChinaSat 1C,CNSA,,GEO,Communications,0,1
2015.0,12.0,4.0,13.0,319,Zenit-3F,Elektro-L No.2,Roscosmos,,GEO,Meteorology,0,1
2015.0,12.0,6.0,0.0,221,Proton-M / Briz-M,Kosmos 2513 (Garpun No. 12L),VKO,,GEO,Communications,0,1
2015.0,12.0,1.0,11.0,265,Soyuz-FG,"Soyuz TMA-19M, Crewed flight with three cosmonauts.","Roscosmos, Crewed flight with three cosmonauts.",,"LEO (ISS), Crewed flight with three cosmonauts.","Expedition 46/47, Crewed flight with three cosmonauts.",1,1
2015.0,12.0,2.0,12.0,188,PSLV-CA,"TeLEOS-1, VELOX C1, ⚀ VELOX 2, Kent Ridge 1, ⚀ Galassia, ⚀ Athenoxat-1","AgilSpace, NTU, NUS",,LEO,"Earth observation, Atmospheric science, Technology demonstration",0,1
2015.0,12.0,3.0,0.0,143,Long March 2D,DAMPE,CAS,,LEO (SSO),High-energy astronomy,0,1
2015.0,12.0,3.0,11.0,254,Soyuz ST-B / Fregat,"Galileo FOC 8, Galileo FOC 9",ESA,,MEO,Navigation,0,1
2015.0,12.0,0.0,8.0,257,Soyuz-2.1a,"Progress MS-01 / 62P, First launch of the new Progress-MS variant.","Roscosmos, First launch of the new Progress-MS variant.",,"LEO (ISS), First launch of the new Progress-MS variant.","ISS resupply, First launch of the new Progress-MS variant.",0,1
2015.0,12.0,1.0,1.0,111,Falcon 9 Full Thrust,"Orbcomm-2 F2, Orbcomm-2 F5, Orbcomm-2 F8, Orbcomm-2 F10, Orbcomm-2 F12, Orbcomm-2 F13, Orbcomm-2 F14, Orbcomm-2 F15, Orbcomm-2 F16, Orbcomm-2 F17, Orbcomm-2 F18, ","Orbcomm, First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.",First flight,"LEO, First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.","Communications, First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.",0,1
2015.0,12.0,3.0,21.0,221,Proton-M / Briz-M,Ekspress AMU1,RSCC,,GEO,Communications,0,1
2015.0,12.0,0.0,16.0,152,Long March 3B/E,Gaofen 4,CNSA,,GEO,Earth observation,0,1
2016.0,1.0,4.0,16.0,152,Long March 3B/E,Belintersat 1 (ChinaSat 15),Belarus/China Satcom,,GEO,Communications,0,1
2016.0,1.0,6.0,18.0,113,Falcon 9 v1.1,"Jason-3, ","NOAA / EUMETSAT/NASA/CNES, Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.",Final flight,"LEO, Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.","Earth observation, Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.",0,1
2016.0,1.0,2.0,4.0,191,PSLV-XL,IRNSS-1E,ISRO,,GEO,Navigation,0,1
2016.0,1.0,2.0,23.0,19,Ariane 5 ECA,Intelsat 29e,Intelsat,,GEO,Communications,0,0
2016.0,1.0,4.0,22.0,221,Proton-M / Briz-M,"Eutelsat 9B/EDRS-A, Carries the first laser communication node for the European Data Relay System","Eutelsat/ESA, Carries the first laser communication node for the European Data Relay System",,"GEO, Carries the first laser communication node for the European Data Relay System","Communications, Carries the first laser communication node for the European Data Relay System",0,1
2016.0,2.0,0.0,7.0,156,Long March 3C/E / YZ-1,BeiDou-3M 3-S (BeiDou-21),CNSA,,MEO,Navigation,0,1
2016.0,2.0,4.0,13.0,42,Atlas V 401,"USA-266 (GPS-IIF 12/Betelgeuse), Named after Star Betelgeuse.","USAF, Named after Star Betelgeuse.",,"MEO, Named after Star Betelgeuse.","Navigation, Named after Star Betelgeuse.",0,1
2016.0,2.0,6.0,0.0,263,Soyuz-2.1b / Fregat,Kosmos 2514 (GLONASS-M 751),VKS,,MEO,Navigation,0,1
2016.0,2.0,6.0,0.0,312,Unha-3,Kwangmyŏngsŏng-4,NADA,,LEO,Earth observation,0,1
2016.0,2.0,2.0,11.0,94,"Delta IV M+ (5,2)","USA-267 / Topaz-4, NROL-45 mission. Spacecraft launched in a retrograde orbit.","NRO, NROL-45 mission. Spacecraft launched in a retrograde orbit.",,"Retrograde LEO, NROL-45 mission. Spacecraft launched in a retrograde orbit.","Reconnaissance, NROL-45 mission. Spacecraft launched in a retrograde orbit.",0,1
2016.0,2.0,1.0,17.0,236,Rokot / Briz-KM,Sentinel-3A,ESA,,LEO (SSO),Earth observation,0,1
2016.0,2.0,2.0,8.0,123,H-IIA 202,"Hitomi (ASTRO-H), ChubuSat-2, ChubuSat-3, Horyu-4, Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.","JAXA / NASA, Nagoya University, MHI, Kyushu Institute of Technology, Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.",,"LEO, Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.","X-ray astronomy, Radiation / Amateur radio, Remote sensing / Space debris monitor, Technology demonstration, Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.",0,1
2016.0,3.0,4.0,23.0,111,Falcon 9 Full Thrust,"SES-9, High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.","SES S.A., High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.",,"GEO, High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.","Communications, High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.",0,1
2016.0,3.0,2.0,5.0,19,Ariane 5 ECA,Eutelsat 65 West A,Eutelsat,,GEO,Communications,0,1
2016.0,3.0,3.0,10.0,191,PSLV-XL,IRNSS-1F,ISRO,,GEO,Navigation,0,1
2016.0,3.0,6.0,18.0,262,Soyuz-2.1b,"Resurs-P No.3, The launch succeeded on its second attempt after a rare pad abort the day before.","Roscosmos, The launch succeeded on its second attempt after a rare pad abort the day before.",,"LEO (SSO), The launch succeeded on its second attempt after a rare pad abort the day before.","Earth observation, The launch succeeded on its second attempt after a rare pad abort the day before.",0,0
2016.0,3.0,0.0,9.0,221,Proton-M / Briz-M,"/ ExoMars Trace Gas Orbiter, Schiaparelli EDM lander",ESA,,"Areocentric orbit, TMI to Martian Surface","Mars orbiter, Mars lander",0,1
2016.0,3.0,4.0,21.0,265,Soyuz-FG,"Soyuz TMA-20M, Crewed flight with three cosmonauts.","Roscosmos, Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant",Final flight,"LEO (ISS), Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant","Expedition 47/48, Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant",1,1
2016.0,3.0,2.0,3.0,42,Atlas V 401,"Cygnus CRS OA-6 S.S. Rick Husband, Diwata-1, ⚀ Flock-2e' × 20, ⚀ Lemur-2 × 9, Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn. Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.","Orbital ATK / NASA, DOST / TU, Planet Labs, Spire Global, Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn. Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.",,"LEO (ISS), LEO, Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn. Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.","ISS logistics, Earth observation, Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn. Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.",0,1
2016.0,3.0,3.0,9.0,257,Soyuz-2.1a,Kosmos 2515 (Bars-M 2L),VKS,,LEO (SSO),Reconnaissance,0,1
2016.0,3.0,1.0,20.0,149,Long March 3A,BeiDou IGSO-6,CNSA,,IGSO,Navigation,0,1
2016.0,3.0,3.0,16.0,257,Soyuz-2.1a,"Progress MS-02 / 63P, ⚀ Tomsk-TPU-120, Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.","Roscosmos, Tomsk Polytechnic University, Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.",,"LEO (ISS), LEO, Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.","ISS logistics, Technology demonstration, Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.",1,1
2016.0,4.0,1.0,17.0,143,Long March 2D,Shijian 10,CAS,,LEO,Microgravity Science,0,1
2016.0,4.0,4.0,20.0,111,Falcon 9 Full Thrust,"SpaceX CRS-8, BEAM, First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall","NASA, Bigelow Aerospace / NASA, First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall",,"LEO (ISS), First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall","ISS logistics, Technology demonstration / ISS Assembly, First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall",0,1
