Rocket,Payload,Operator,Orbit,Function,Decay,FlightNumberInfo,LaunchSite,Success,Rocket_ID,Year,Month,DayOfWeek,Hour
Atlas V 501,⚀ BRICSat-P,U.S. Naval Academy / George Washington,LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],2 October 2021[14],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,⚀ ParkinsonSat,Taylor,LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,⚀ GEARRS-2,The Aerospace Corporation,LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,⚀ AeroCube-8A,CalPoly,LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,⚀ AeroCube-8B,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,⚀ OptiCube 1,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,⚀ OptiCube 2,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,⚀ OptiCube 3,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Atlas V 501,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],LEO,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],,The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.[12],0,49,2015.0,5.0,2.0,15.0
Ariane 5 ECA,DirecTV-15,DirecTV,GEO,Communications,In orbit,,,1,19,2015.0,5.0,2.0,21.0
Ariane 5 ECA,Sky Mexico 1,SKY Mexico,GEO,Communications,In orbit,,,1,19,2015.0,5.0,2.0,21.0
Soyuz-2.1a,Kosmos 2505 (Kobalt-M №10),VKO,LEO,Reconnaissance,18 September 2015,,,1,275,2015.0,6.0,4.0,15.0
Vega,Sentinel-2A,ESA,LEO (SSO),Earth observation,In orbit,,,1,347,2015.0,6.0,1.0,1.0
Soyuz-2.1b,Kosmos 2506 (Persona №3),VKO,LEO (SSO),Reconnaissance,In orbit,,,1,280,2015.0,6.0,1.0,16.0
Long March 4B,Gaofen 8,CNSA,LEO (SSO),Earth observation / Reconnaissance,In orbit,,,1,173,2015.0,6.0,4.0,6.0
Falcon 9 v1.1,SpaceX CRS-7,NASA,LEO (ISS),ISS resupply,28 June 2015,,,0,122,2015.0,6.0,6.0,14.0
Falcon 9 v1.1,⚀ Flock-1f × 8[16],Planet Labs,LEO,Earth observation,Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks.[15] Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.,,,0,122,2015.0,6.0,6.0,14.0
Falcon 9 v1.1,Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks.[15] Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.,Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks.[15] Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.,Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks.[15] Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.,Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks.[15] Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.,Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks.[15] Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.,,,0,122,2015.0,6.0,6.0,14.0
Soyuz-U,Progress M-28M / 60P,Roscosmos,LEO (ISS),ISS resupply,19 December 2015,,,1,288,2015.0,7.0,4.0,4.0
PSLV-XL,UK-DMC-3A,DMCii,LEO (SSO),Earth observation,In orbit,,,1,206,2015.0,7.0,4.0,16.0
PSLV-XL,UK-DMC-3B,SSTL,LEO (SSO),Technology demonstration,In orbit,,,1,206,2015.0,7.0,4.0,16.0
PSLV-XL,UK-DMC-3C,Surrey Space Centre,LEO (SSO),Technology demonstration,In orbit,,,1,206,2015.0,7.0,4.0,16.0
PSLV-XL,CBNT-1,Surrey Space Centre,LEO (SSO),Technology demonstration,In orbit,,,1,206,2015.0,7.0,4.0,16.0
PSLV-XL,⚀ DeOrbitSail,Surrey Space Centre,LEO (SSO),Technology demonstration,In orbit,,,1,206,2015.0,7.0,4.0,16.0
Atlas V 401,USA-262 (GPS IIF-10),U.S. Air Force,MEO,Navigation,In orbit,,,1,44,2015.0,7.0,2.0,15.0
Atlas V 401,Named after Star Antares.,Named after Star Antares.,Named after Star Antares.,Named after Star Antares.,Named after Star Antares.,,,0,44,2015.0,7.0,2.0,15.0
Ariane 5 ECA,Star One C4,Star One,GEO,Communications,In orbit,,,1,19,2015.0,7.0,2.0,21.0
Ariane 5 ECA,MSG-4,EUMETSAT,GEO,Meteorology,In orbit,,,1,19,2015.0,7.0,2.0,21.0
Soyuz-FG,Soyuz TMA-17M,Roscosmos,LEO (ISS),Expedition 44/45,11 December 2015 13:10,,,1,283,2015.0,7.0,2.0,21.0
Soyuz-FG,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,,,0,283,2015.0,7.0,2.0,21.0
"Delta IV M+(5,4)",USA-263 (WGS-7),U.S. Air Force,GEO,Communications,In orbit,,,1,103,2015.0,7.0,4.0,0.0
Long March 3B/YZ-1,BeiDou M1-S,CNSA,MEO,Navigation,In orbit,,,1,165,2015.0,7.0,5.0,12.0
Long March 3B/YZ-1,BeiDou M2-S,CNSA,MEO,Navigation,In orbit,,,1,165,2015.0,7.0,5.0,12.0
H-IIB,HTV-5,JAXA,LEO (ISS),ISS resupply,29 September 2015,,,1,138,2015.0,8.0,2.0,11.0
H-IIB,⚀ AAUSAT5,Aalborg,LEO,Technology demonstration,15 March 2016,,,1,138,2015.0,8.0,2.0,11.0
H-IIB,⚀ Flock-2b × 14[18],Planet Labs,CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5,Earth observation,First: 22 May 2016 Last: 17 October 2016,,,0,138,2015.0,8.0,2.0,11.0
H-IIB,⚀ GOMX-3,GomSpace,GOMX-3,Meteor observation,19 October 2016[19],,,0,138,2015.0,8.0,2.0,11.0
H-IIB,⚀ S-CUBE,Chiba Institute of Technology,and Dove Flocks were deployed on 5–7 October,CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5,23 November 2016[20],,,0,138,2015.0,8.0,2.0,11.0
H-IIB,⚀ SERPENS,University of Brasília / Brazilian Space Agency,but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],GOMX-3,27 March 2016,,,0,138,2015.0,8.0,2.0,11.0
H-IIB,CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5,CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5,but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],and Dove Flocks were deployed on 5–7 October,CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5,,,0,138,2015.0,8.0,2.0,11.0
H-IIB,GOMX-3,GOMX-3,but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],GOMX-3,,,0,138,2015.0,8.0,2.0,11.0
H-IIB,and Dove Flocks were deployed on 5–7 October,and Dove Flocks were deployed on 5–7 October,but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],and Dove Flocks were deployed on 5–7 October,,,0,138,2015.0,8.0,2.0,11.0
H-IIB,but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.[17],,,0,138,2015.0,8.0,2.0,11.0
Ariane 5 ECA,Eutelsat 8 West B,Eutelsat,GEO,Communications,In orbit,,,1,19,2015.0,8.0,3.0,20.0
Ariane 5 ECA,Intelsat 34,Intelsat,GEO,Communications,In orbit,,,1,19,2015.0,8.0,3.0,20.0
Long March 4C,Yaogan 27,CNSA,LEO (SSO),Reconnaissance,In orbit,,,1,175,2015.0,8.0,3.0,2.0
GSLV Mk II,GSAT-6,Indian Armed Forces/ISRO,GEO,Communications,In orbit,,,1,124,2015.0,8.0,3.0,11.0
Proton-M / Briz-M,Inmarsat 5-F3,Inmarsat,GEO,Communications,In orbit,,,1,236,2015.0,8.0,4.0,11.0
Soyuz-FG,Soyuz TMA-18M,Roscosmos,LEO (ISS),Expedition 45/46/iriss[23],2 March 2016 04:26,,,1,283,2015.0,9.0,2.0,4.0
Soyuz-FG,Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen,Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen,Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen,Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen,Crewed flight with three cosmonauts: including ESA astronaut Andreas Mogensen,,,0,283,2015.0,9.0,2.0,4.0
Soyuz-FG,the first Dane in space,the first Dane in space,the first Dane in space,the first Dane in space,the first Dane in space,,,0,283,2015.0,9.0,2.0,4.0
Soyuz-FG,and Aidyn Aimbetov,and Aidyn Aimbetov,and Aidyn Aimbetov,and Aidyn Aimbetov,and Aidyn Aimbetov,,,0,283,2015.0,9.0,2.0,4.0
Soyuz-FG,the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant,the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant,the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant,the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant,the first cosmonaut from an independent Kazakhstan. Sarah Brightman was intended to fly this mission as a spaceflight participant,,,0,283,2015.0,9.0,2.0,4.0
Soyuz-FG,but withdrew from training on 13 May 2015 for personal reasons.[21] Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place,but withdrew from training on 13 May 2015 for personal reasons.[21] Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place,but withdrew from training on 13 May 2015 for personal reasons.[21] Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place,but withdrew from training on 13 May 2015 for personal reasons.[21] Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place,but withdrew from training on 13 May 2015 for personal reasons.[21] Japanese space tourist Satoshi Takamatsu was believed to be taking Brightman's place,,,0,283,2015.0,9.0,2.0,4.0
Soyuz-FG,but he declined and Roscosmos chose Aimbetov as an alternative instead.[22] Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko,but he declined and Roscosmos chose Aimbetov as an alternative instead.[22] Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko,but he declined and Roscosmos chose Aimbetov as an alternative instead.[22] Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko,but he declined and Roscosmos chose Aimbetov as an alternative instead.[22] Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko,but he declined and Roscosmos chose Aimbetov as an alternative instead.[22] Landed with the Year in Space crew of Scott Kelly and Mikhail Korniyenko,,,0,283,2015.0,9.0,2.0,4.0
Atlas V 551,MUOS-4,U.S. Navy,GEO,Communications,In orbit,,,1,53,2015.0,9.0,2.0,10.0
Soyuz-STB / Fregat,Galileo FOC 5,ESA,MEO,Navigation,In orbit,,,1,287,2015.0,9.0,4.0,2.0
Soyuz-STB / Fregat,Galileo FOC 6,ESA,MEO,Navigation,In orbit,,,1,287,2015.0,9.0,4.0,2.0
Long March 3B/E,TJS-1,CNSA,GEO,Communications,In orbit,,,1,164,2015.0,9.0,5.0,15.0
Long March 2D,Gaofen 9,CNSA,LEO (SSO),Earth observation / Reconnaissance,In orbit,,,1,154,2015.0,9.0,0.0,4.0
Proton-M / Blok DM-03,Ekspress AM8,RSCC,GEO,Communications,In orbit,,,1,235,2015.0,9.0,0.0,19.0
Long March 6,LilacSat-2,HIT,LEO (SSO),Technology demonstration,In orbit,,,1,179,2015.0,9.0,5.0,23.0
Long March 6,NS-2,Tsinghua University,LEO (SSO),Amateur radio,29 March 2023[24],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,NUDT-PhoneSat,NUDT,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Tiantuo-3,CAMSAT,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xingchen 1,CASC,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xingchen 2,ZJU,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xingchen 3,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xingchen 4,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xiwang-2A,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xiwang-2B,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xiwang-2C,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xiwang-2D,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xiwang-2E,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,Xiwang-2F,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,XY-2,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
Long March 6,ZDPS-2A,Tsinghua / Xidian,LEO (SSO),Education,25 April 2023[25],,,1,179,2015.0,9.0,5.0,23.0
