DateTimeYear,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,FlightNumberInfo,LaunchSite,Success
15 October 07:28-2017,Atlas V 421,NROL-52 / Quasar 21 / USA-279,NRO,GEO (TBC)[92],Communications (military),In orbit,Operational,,,1
30 October 19:34-2017,Falcon 9 Block 4,Koreasat 5A,KT Corporation,GEO,Communications,In orbit,Operational,,,1
31 October 21:37-2017,Minotaur-C,SkySat × 6,Terra Bella,LEO,Earth observation,In orbit,Operational,,,1
31 October 21:37-2017,Minotaur-C,⚀ Flock-3m × 4,Planet Labs,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,,,0
31 October 21:37-2017,Minotaur-C,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,Return to flight mission for Minotaur-C after a failed launch in March 2011.,,,0
5 November 11:45:00-2017,Long March 3B / YZ-1,BeiDou-3 M1,CNSA,MEO,Navigation,In orbit,Operational,,,1
5 November 11:45:00-2017,Long March 3B / YZ-1,BeiDou-3 M2,CNSA,MEO,Navigation,In orbit,Operational,,,1
8 November 01:42:30-2017,Vega,Mohammed VI-A (MN35-13),Morocco,LEO,Earth observation,In orbit,Operational,,,1
12 November 12:19:51[94]-2017,Antares 230,Cygnus CRS OA-8E SS Gene Cernan[95],NASA,LEO (ISS),ISS logistics,18 December 2017,Successful,,,1
12 November 12:19:51[94]-2017,Antares 230,⚀ AeroCube (OSCD) × 2,The Aerospace Corporation,LEO,Technology demonstration,5 August 2022 (OSCD B) 12 August 2022 (OSCD C),Operational,,,1
12 November 12:19:51[94]-2017,Antares 230,⚀ Asgardia-1,Asgardia,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",Microbiology,12 September 2022[96],"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
12 November 12:19:51[94]-2017,Antares 230,⚀ CHEFsat,NRL,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",Earth observation,2 January 2022[97],"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
12 November 12:19:51[94]-2017,Antares 230,⚀ EcAMSat,JPL,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",8 December 2021[98],"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
12 November 12:19:51[94]-2017,Antares 230,⚀ ISARA,Spire Global,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",In orbit,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
12 November 12:19:51[94]-2017,Antares 230,⚀ Lemur-2 × 8,NPS,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",30 July 2022[100],"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
12 November 12:19:51[94]-2017,Antares 230,⚀ PropCube 2 (Fauna)[99],SJSU/UI/NASA Ames,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",15 May 2018[101],"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
12 November 12:19:51[94]-2017,Antares 230,⚀ TechEdSat-6,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
12 November 12:19:51[94]-2017,Antares 230,"EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]","EcAMSat was deployed into orbit from ISS on 20 November 2017,[79] and TechEdSat-6 was deployed on 21 November 2017.[80] Other small satellites were deployed from Cygnus after it departed from ISS.[93]",,,0
14 November 18:35-2017,Long March 4C,Fengyun 3D[102],CMA,LEO (polar),Meteorology,In orbit,Operational,,,1
14 November 18:35-2017,Long March 4C,HEAD-1[102],HEAD Aerospace,LEO (polar),AIS ship tracking,In orbit,Operational,,,1
18 November 09:47:36-2017,Delta II 7920,NOAA-20,NOAA,LEO (SSO),Meteorology,In orbit,Operational,,,1
18 November 09:47:36-2017,Delta II 7920,Buccaneer RMM,UNSW,Last flight of the Delta II 7920 configuration,Technology demonstration,Last flight of the Delta II 7920 configuration,Last flight of the Delta II 7920 configuration,,,0
18 November 09:47:36-2017,Delta II 7920,EagleSat,DSTO,penultimate flight of Delta II,Education,penultimate flight of Delta II,penultimate flight of Delta II,,,0
18 November 09:47:36-2017,Delta II 7920,MakerSat 0,ERAU,penultimate flight of Delta II,Earth observation,penultimate flight of Delta II,penultimate flight of Delta II,,,0
18 November 09:47:36-2017,Delta II 7920,MiRaTA,NNU,penultimate flight of Delta II,Last flight of the Delta II 7920 configuration,penultimate flight of Delta II,penultimate flight of Delta II,,,0
18 November 09:47:36-2017,Delta II 7920,RadFxSat (Fox 1B),MIT,penultimate flight of Delta II,penultimate flight of Delta II,penultimate flight of Delta II,penultimate flight of Delta II,,,0
18 November 09:47:36-2017,Delta II 7920,Last flight of the Delta II 7920 configuration,AMSAT,penultimate flight of Delta II,penultimate flight of Delta II,penultimate flight of Delta II,penultimate flight of Delta II,,,0
18 November 09:47:36-2017,Delta II 7920,penultimate flight of Delta II,Last flight of the Delta II 7920 configuration,penultimate flight of Delta II,penultimate flight of Delta II,penultimate flight of Delta II,penultimate flight of Delta II,,,0
21 November 04:50-2017,Long March 6,Jilin-1 Video-04 (Lingqiao 1-04)[104],Chang Guang Satellite Technology,LEO (SSO),Earth observation,In orbit,Operational,,,1
21 November 04:50-2017,Long March 6,Jilin-1 Video-05 (Lingqiao 1-05)[104],Chang Guang Satellite Technology,LEO (SSO),Earth observation,In orbit,Operational,,,1
21 November 04:50-2017,Long March 6,Jilin-1 Video-06 (Lingqiao 1-06)[104],Chang Guang Satellite Technology,LEO (SSO),Earth observation,In orbit,Operational,,,1
24 November 18:10-2017,Long March 2C,Yaogan 30-02A,CNSA,LEO,Reconnaissance,In orbit,Operational,,,1
24 November 18:10-2017,Long March 2C,Yaogan 30-02B,CNSA,LEO,Reconnaissance,In orbit,Operational,,,1
24 November 18:10-2017,Long March 2C,Yaogan 30-02C,CNSA,LEO,Reconnaissance,In orbit,Operational,,,1
28 November 05:41:46[75]-2017,Soyuz-2.1b / Fregat-M,Meteor-M No. 2-1,Roscosmos,LEO (SSO),Meteorology,28 November 2017,Launch failure,,,0
28 November 05:41:46[75]-2017,Soyuz-2.1b / Fregat-M,AISSat-3,NSC,The Fregat upper stage suffered an apparent programming failure resulting in the loss of all 19 satellites.[105],Traffic monitoring,The Fregat upper stage suffered an apparent programming failure resulting in the loss of all 19 satellites.[105],The Fregat upper stage suffered an apparent programming failure resulting in the loss of all 19 satellites.[105],,,0
28 November 05:41:46[75]-2017,Soyuz-2.1b / Fregat-M,Baumanets 2,Bauman University,The Fregat upper stage suffered an apparent programming failure resulting in the loss of all 19 satellites.[105],Technology demonstration,The Fregat upper stage suffered an apparent programming failure resulting in the loss of all 19 satellites.[105],The Fregat upper stage suffered an apparent programming failure resulting in the loss of all 19 satellites.[105],,,0
