DateTime,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,Year,FlightNumberInfo,LaunchSite
16 December 12:30:00,PSLV-CA,⚀ VELOX 2,NTU,LEO,Technology demonstration,In orbit,Operational,2015,,
16 December 12:30:00,PSLV-CA,Kent Ridge 1,NUS,LEO,Earth observation,In orbit,Operational,2015,,
16 December 12:30:00,PSLV-CA,⚀ Galassia,NUS,LEO,Atmospheric science,In orbit,Operational,2015,,
16 December 12:30:00,PSLV-CA,⚀ Athenoxat-1,NTU,LEO,Earth observation,In orbit,Operational,2015,,
17 December 00:12:04,Long March 2D,DAMPE,CAS,LEO (SSO),High-energy astronomy,In orbit,Operational,2015,,
17 December 11:51:56,Soyuz ST-B / Fregat,Galileo FOC 8,ESA,MEO,Navigation,In orbit,Operational,2015,,
17 December 11:51:56,Soyuz ST-B / Fregat,Galileo FOC 9,ESA,MEO,Navigation,In orbit,Operational,2015,,
21 December 08:44:39,Soyuz-2.1a,Progress MS-01 / 62P,Roscosmos,LEO (ISS),ISS resupply,3 July 2016 07:50,Operational,2015,,
21 December 08:44:39,Soyuz-2.1a,First launch of the new Progress-MS variant.,First launch of the new Progress-MS variant.,First launch of the new Progress-MS variant.,First launch of the new Progress-MS variant.,First launch of the new Progress-MS variant.,First launch of the new Progress-MS variant.,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F2,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F5,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F8,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F10,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F12,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F13,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F14,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F15,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F16,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F17,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,Orbcomm-2 F18,Orbcomm,LEO,Communications,In orbit,Operational,2015,,
22 December 01:29:00,Falcon 9 Full Thrust,,"First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.","First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.","First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.","First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.","First flight of the upgraded ""full thrust"" version of Falcon 9, first Falcon 9 flight after launch failure in June. First successful return to launch site and vertical landing of a first stage, demonstrated as part of a controlled descent test.",2015,First flight,
24 December 21:31:19,Proton-M / Briz-M,Ekspress AMU1,RSCC,GEO,Communications,In orbit,Operational,2015,,
28 December 16:04:04,Long March 3B/E,Gaofen 4,CNSA,GEO,Earth observation,In orbit,Operational,2015,,
15 January 16:57:04[10],Long March 3B/E,Belintersat 1 (ChinaSat 15),Belarus/China Satcom,GEO,Communications,In orbit,Operational,2016,,
17 January 18:42:18[12],Falcon 9 v1.1,Jason-3,NOAA / EUMETSAT/NASA/CNES,LEO,Earth observation,In orbit,Operational,2016,,
17 January 18:42:18[12],Falcon 9 v1.1,,"Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.[11]","Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.[11]","Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.[11]","Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.[11]","Final flight of the standard Falcon 9 v1.1, future flights will use the upgraded Falcon 9 Full Thrust. Falcon 9's first stage performed a soft landing on an autonomous spaceport drone ship in the Pacific Ocean, but the failure of one landing leg to lock into position caused it to fall over and break apart.[11]",2016,Final flight,
20 January 04:01:00[13],PSLV-XL,IRNSS-1E,ISRO,GEO,Navigation,In orbit,Operational,2016,,
27 January 23:20:48[14],Ariane 5 ECA,Intelsat 29e,Intelsat,GEO,Communications,In orbit,Spacecraft failure (8 April 2019)[15],2016,,
29 January 22:20:09[16],Proton-M / Briz-M,Eutelsat 9B/EDRS-A,Eutelsat/ESA,GEO,Communications,In orbit,Operational,2016,,
29 January 22:20:09[16],Proton-M / Briz-M,Carries the first laser communication node for the European Data Relay System,Carries the first laser communication node for the European Data Relay System,Carries the first laser communication node for the European Data Relay System,Carries the first laser communication node for the European Data Relay System,Carries the first laser communication node for the European Data Relay System,Carries the first laser communication node for the European Data Relay System,2016,,
1 February 07:29:04[17],Long March 3C/E / YZ-1,BeiDou-3M 3-S (BeiDou-21),CNSA,MEO,Navigation,In orbit,Operational,2016,,
5 February 13:38:00[18],Atlas V 401,USA-266 (GPS-IIF 12/Betelgeuse),USAF,MEO,Navigation,In orbit,Operational,2016,,
5 February 13:38:00[18],Atlas V 401,Named after Star Betelgeuse.,Named after Star Betelgeuse.,Named after Star Betelgeuse.,Named after Star Betelgeuse.,Named after Star Betelgeuse.,Named after Star Betelgeuse.,2016,,
7 February 00:21:07,Soyuz-2.1b / Fregat,Kosmos 2514 (GLONASS-M 751),VKS,MEO,Navigation,In orbit,Operational,2016,,
7 February 00:30,Unha-3,Kwangmyŏngsŏng-4[19],NADA,LEO,Earth observation,30 June 2023[20],Successful,2016,,
10 February 11:40:32,"Delta IV M+ (5,2)",USA-267 / Topaz-4[21],NRO,Retrograde LEO,Reconnaissance,In orbit,Operational,2016,,
10 February 11:40:32,"Delta IV M+ (5,2)",NROL-45 mission. Spacecraft launched in a retrograde orbit.,NROL-45 mission. Spacecraft launched in a retrograde orbit.,NROL-45 mission. Spacecraft launched in a retrograde orbit.,NROL-45 mission. Spacecraft launched in a retrograde orbit.,NROL-45 mission. Spacecraft launched in a retrograde orbit.,NROL-45 mission. Spacecraft launched in a retrograde orbit.,2016,,
16 February 17:57:40,Rokot / Briz-KM,Sentinel-3A,ESA,LEO (SSO),Earth observation,In orbit,Operational,2016,,
17 February 08:45:00,H-IIA 202,Hitomi (ASTRO-H),JAXA / NASA,LEO,X-ray astronomy,In orbit,Spacecraft failure,2016,,
17 February 08:45:00,H-IIA 202,ChubuSat-2,Nagoya University,LEO,Radiation / Amateur radio,In orbit,Operational,2016,,
17 February 08:45:00,H-IIA 202,ChubuSat-3,MHI,LEO,Remote sensing / Space debris monitor,In orbit,Operational,2016,,
17 February 08:45:00,H-IIA 202,Horyu-4,Kyushu Institute of Technology,LEO,Technology demonstration,In orbit,Operational,2016,,
17 February 08:45:00,H-IIA 202,"Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.[22][23]","Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.[22][23]","Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.[22][23]","Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.[22][23]","Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.[22][23]","Hitomi malfunctioned after initial checkouts, and is believed to have lost attitude control and snapped off its solar array. 28 April, JAXA has abandoned efforts to recover the spacecraft.[22][23]",2016,,
4 March 23:35:00,Falcon 9 Full Thrust,SES-9,SES S.A.,GEO,Communications,In orbit,Operational,2016,,
4 March 23:35:00,Falcon 9 Full Thrust,High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.,High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.,High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.,High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.,High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.,High-velocity landing test ended with a hard landing on the drone ship Of Course I Still Love You and destruction of the first stage.,2016,,
9 March 05:20:07,Ariane 5 ECA,Eutelsat 65 West A,Eutelsat,GEO,Communications,In orbit,Operational,2016,,
10 March 10:31:00,PSLV-XL,IRNSS-1F,ISRO,GEO,Navigation,In orbit,Operational,2016,,
13 March 18:56:00,Soyuz-2.1b,Resurs-P No.3,Roscosmos,LEO (SSO),Earth observation,17 October 2023[24],Partial spacecraft failure[25],2016,,
13 March 18:56:00,Soyuz-2.1b,The launch succeeded on its second attempt after a rare pad abort the day before.,The launch succeeded on its second attempt after a rare pad abort the day before.,The launch succeeded on its second attempt after a rare pad abort the day before.,The launch succeeded on its second attempt after a rare pad abort the day before.,The launch succeeded on its second attempt after a rare pad abort the day before.,The launch succeeded on its second attempt after a rare pad abort the day before.,2016,,
14 March 09:31:42[6],Proton-M / Briz-M,/ ExoMars Trace Gas Orbiter,ESA,Areocentric orbit,Mars orbiter,In orbit,Operational,2016,,
14 March 09:31:42[6],Proton-M / Briz-M,Schiaparelli EDM lander,ESA,TMI to Martian Surface,Mars lander,19 October 2016,Landing failure,2016,,
18 March 21:26:38,Soyuz-FG,Soyuz TMA-20M,Roscosmos,LEO (ISS),Expedition 47/48,7 September 2016 01:13,Successful,2016,,
18 March 21:26:38,Soyuz-FG,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant,Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant,Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant,Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant,Crewed flight with three cosmonauts. Final flight of the Soyuz TMA-M variant,2016,Final flight,
23 March 03:05:52,Atlas V 401,Cygnus CRS OA-6 S.S. Rick Husband,Orbital ATK / NASA,LEO (ISS),ISS logistics,22 June 2016 13:29,Successful,2016,,
23 March 03:05:52,Atlas V 401,Diwata-1,DOST / TU,LEO,Earth observation,6 April 2020[27],Successful,2016,,
23 March 03:05:52,Atlas V 401,⚀ Flock-2e' × 20,Planet Labs,LEO,Earth observation,First: 3 October 2017[28] Last: 10 November 2018[29],Successful,2016,,
23 March 03:05:52,Atlas V 401,⚀ Lemur-2 × 9,Spire Global,LEO,Earth observation,First: 27 February 2017[30] Last: 7 April 2017[31],"8 successful, 1 failed to deploy",2016,,
23 March 03:05:52,Atlas V 401,"Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn.[26] Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.","Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn.[26] Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.","Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn.[26] Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.","Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn.[26] Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.","Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn.[26] Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.","Anomaly in the mixture ratio control valve assembly, causing the Atlas V booster engine to cut off five seconds early, resulting in a longer-than-usual Centaur orbital insertion burn.[26] Cubesats deployed from the ISS and the Cygnus spacecraft at a later date.",2016,,
24 March 09:42:00,Soyuz-2.1a,Kosmos 2515 (Bars-M 2L),VKS,LEO (SSO),Reconnaissance,In orbit,Operational,2016,,
29 March 20:11:04,Long March 3A,BeiDou IGSO-6,CNSA,IGSO,Navigation,In orbit,Operational,2016,,
31 March 16:23:57,Soyuz-2.1a,Progress MS-02 / 63P,Roscosmos,LEO (ISS),ISS logistics,14 October 2016 13:39,Successful,2016,,
31 March 16:23:57,Soyuz-2.1a,⚀ Tomsk-TPU-120,Tomsk Polytechnic University,LEO,Technology demonstration,20 October 2019[33],Successful,2016,,
31 March 16:23:57,Soyuz-2.1a,Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.[32],Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.[32],Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.[32],Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.[32],Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.[32],Tomsk-TPU-120 is a CubeSat deployed into orbit from ISS by Russian astronauts spacewalk on 17 August 2017.[32],2016,,
5 April 17:38:04,Long March 2D,Shijian 10,CAS,LEO,Microgravity Science,18 April 2016 08:30,Successful,2016,,
8 April 20:43:31,Falcon 9 Full Thrust,SpaceX CRS-8,NASA,LEO (ISS),ISS logistics,11 May 2016 18:31,Successful,2016,,
8 April 20:43:31,Falcon 9 Full Thrust,BEAM,Bigelow Aerospace / NASA,LEO (ISS),Technology demonstration / ISS Assembly,In orbit,Operational,2016,,
8 April 20:43:31,Falcon 9 Full Thrust,"First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall","First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall","First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall","First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall","First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall","First stage landed successfully on drone ship Of Course I Still Love You for the first time, the second successful landing overall",2016,,
